id,user_id,book_id,quantity,shipping,date,price_clean,currency,price_usd,paid_price
75198,55590,21465,1,,2024-10-07 00:00:00,73.5,USD,73.5,73.5
82023,53482,21374,1,,2024-09-11 00:00:00,25.0,USD,25.0,25.0
81439,55123,21408,1,,2024-08-06 00:00:00,22.5,USD,22.5,22.5
80259,54387,21013,1,,2025-03-18 00:00:00,42.5,USD,42.5,42.5
80176,54916,21437,1,,2024-09-24 00:00:00,62.5,USD,62.5,62.5
75145,54881,21487,4,,2024-10-16 00:00:00,73.0,USD,73.0,292.0
77748,53943,21283,3,"22571 Shena Oval, West Mellissastad, MN 91780",2025-02-19 00:00:00,41.75,USD,41.75,125.25
81737,54468,21519,1,,2025-02-01 00:00:00,46.0,USD,46.0,46.0
78876,54627,21302,5,,2025-03-09 00:00:00,22.0,USD,22.0,110.0
74442,54189,20936,2,,2024-11-12 00:00:00,57.0,EUR,68.4,136.8
77997,54202,21385,4,,2024-12-20 03:15:05,17.0,EUR,20.4,81.6
79367,54283,21226,1,,2025-07-28 00:00:00,58.0,USD,58.0,58.0
75499,53171,21041,1,,2024-11-04 00:00:00,70.0,EUR,84.0,84.0
76091,53999,20921,2,,2024-09-01 00:00:00,19.25,USD,19.25,38.5
79132,55304,21105,1,"Suite 319 586 Halvorson Lane, Lucioborough, MO 43284-4515",2024-12-17 00:00:00,52.99,EUR,63.59,63.59
76575,53032,20939,1,"Apt. 145 402 Maxwell Causeway, Deweytown, ND 75473",2025-04-09 00:00:00,67.0,EUR,80.4,80.4
82150,54747,21413,1,"Suite 704 1963 Hyatt Isle, Lanastad, WV 00496",2025-01-03 00:00:00,55.0,USD,55.0,55.0
78844,54893,21578,1,"747 Hegmann Street, Coleborough, TX 69056",2024-10-06 00:00:00,39.0,USD,39.0,39.0
74470,53359,20976,1,,2024-12-31 00:00:00,53.75,USD,53.75,53.75
75990,54905,21227,3,,2024-11-28 00:00:00,69.0,USD,69.0,207.0
80770,53277,21011,1,"3334 Tom Bridge, Moenchester, ID 49650-2509",2024-05-11 00:00:00,33.0,EUR,39.6,39.6
75867,53052,21071,1,,2025-02-02 00:00:00,54.0,EUR,64.8,64.8
78026,54691,21498,2,,2024-07-06 00:00:00,17.5,USD,17.5,35.0
73367,54764,21476,5,,2025-01-06 00:00:00,71.99,EUR,86.39,431.95
76983,54311,21312,1,,2025-01-12 00:00:00,61.0,USD,61.0,61.0
77073,54191,21339,2,,2024-12-20 00:00:00,71.99,USD,71.99,143.98
77141,55469,20996,1,,2025-01-28 00:00:00,43.0,USD,43.0,43.0
80729,53203,21280,1,,2024-08-28 00:00:00,16.0,USD,16.0,16.0
82110,54086,21183,1,"317 Shamika Tunnel, South Otha, NY 71529",2024-10-14 00:00:00,49.0,EUR,58.8,58.8
80541,53621,21454,1,,2024-09-17 00:00:00,36.5,EUR,43.8,43.8
74246,55814,21161,1,,2024-12-13 00:00:00,38.75,USD,38.75,38.75
80465,55372,21283,3,,2025-03-14 00:00:00,40.5,USD,40.5,121.5
74118,54263,21111,1,"Apt. 295 4743 Louvenia Light, East Chantetown, CA 29331",2024-06-24 00:00:00,30.5,EUR,36.6,36.6
79398,53822,21245,1,,2024-11-11 00:00:00,46.5,USD,46.5,46.5
74166,53103,21160,1,,2024-12-12 00:00:00,22.0,USD,22.0,22.0
76226,54616,21267,2,"5926 Lynch Dam, North Lera, MT 68108",2025-04-17 00:00:00,48.0,USD,48.0,96.0
74634,55754,21234,4,"537 Retha Extension, Raymondtown, WY 35853",2025-01-18 00:00:00,34.0,USD,34.0,136.0
75743,53888,20926,2,,2024-10-09 00:00:00,66.5,EUR,79.8,159.6
73688,53816,21073,1,,2025-03-14 00:00:00,38.75,EUR,46.5,46.5
78528,55429,21032,1,,2024-06-06 00:00:00,14.0,EUR,16.8,16.8
79147,53606,21207,1,"Apt. 722 230 Davis Radial, Heaneyville, FL 87032-1474",2024-10-04 00:00:00,23.99,USD,23.99,23.99
81731,54031,21170,1,,2024-09-25 00:00:00,70.99,USD,70.99,70.99
74929,53091,21200,1,,2024-11-04 00:00:00,43.0,USD,43.0,43.0
75462,53147,21538,1,"Suite 745 84902 Tana Drive, New Zenaida, ME 48169",2024-06-05 00:00:00,68.0,USD,68.0,68.0
78295,53695,21547,2,"502 Monty Mountain, New Earlburgh, AZ 34015-3985",2025-02-18 00:00:00,21.75,USD,21.75,43.5
82553,53449,21593,1,,2024-06-24 00:00:00,59.0,USD,59.0,59.0
75656,54288,21194,1,,2025-02-25 00:00:00,19.0,USD,19.0,19.0
81895,54332,21062,1,,2024-10-07 00:00:00,72.25,USD,72.25,72.25
75096,53795,21503,1,,2024-09-11 00:00:00,68.25,EUR,81.9,81.9
75278,55602,21426,1,"Suite 644 95021 Ron Flat, Jefferytown, NE 56551-7954",2024-02-17 00:00:00,26.5,USD,26.5,26.5
76393,53213,21086,1,,2024-07-21 00:00:00,66.5,USD,66.5,66.5
73500,55060,21489,3,,2024-04-12 00:00:00,61.0,EUR,73.2,219.60000000000002
77797,53391,21066,1,,2025-05-30 00:00:00,32.75,USD,32.75,32.75
78052,54269,21486,1,"197 Chi Center, Groverhaven, ME 93867-0353",2024-07-12 00:00:00,39.99,USD,39.99,39.99
83086,54919,21288,1,,2024-09-30 00:00:00,21.0,EUR,25.2,25.2
81294,54439,21462,1,,2025-03-29 00:00:00,26.25,EUR,31.5,31.5
81651,55073,21596,1,,2024-07-14 00:00:00,52.99,EUR,63.59,63.59
81143,54414,21495,1,,2025-01-11 00:00:00,21.0,USD,21.0,21.0
74280,54340,21037,1,,2024-11-02 00:00:00,55.5,USD,55.5,55.5
81487,54937,21616,1,,2024-12-02 00:00:00,68.0,EUR,81.6,81.6
79943,53656,21094,1,,2024-03-01 00:00:00,69.5,USD,69.5,69.5
75709,55629,21634,1,"2415 Cruickshank Curve, Brekkefort, AL 45291-3623",2025-01-10 00:00:00,29.0,USD,29.0,29.0
81224,53942,21270,1,,2024-11-01 00:00:00,68.0,USD,68.0,68.0
76874,54799,21545,1,,2025-01-10 00:00:00,63.99,EUR,76.79,76.79
73455,54786,20925,1,,2024-07-17 00:00:00,40.0,EUR,48.0,48.0
79898,55313,20941,1,,2025-06-03 00:00:00,22.25,EUR,26.7,26.7
77534,54774,21625,2,,2024-06-08 00:00:00,28.0,USD,28.0,56.0
76336,53506,21279,2,,2025-01-23 00:00:00,35.5,USD,35.5,71.0
75273,55186,21522,1,,2025-06-02 00:00:00,50.99,USD,50.99,50.99
80869,55278,21108,1,,2025-02-16 00:00:00,25.5,USD,25.5,25.5
75357,53199,21289,1,,2024-08-31 00:00:00,50.0,USD,50.0,50.0
82224,53832,21499,2,,2025-04-18 00:00:00,70.0,EUR,84.0,168.0
77605,53480,21577,1,,2025-01-21 00:00:00,26.5,USD,26.5,26.5
81521,53716,20997,3,,2025-03-05 00:00:00,71.0,USD,71.0,213.0
79922,55373,21549,1,,2024-04-27 00:00:00,53.99,EUR,64.79,64.79
73622,54695,21241,1,,2025-05-31 00:00:00,19.75,USD,19.75,19.75
73694,54521,21067,1,,2024-12-09 00:00:00,56.25,USD,56.25,56.25
78594,55788,21045,1,,2025-04-17 00:00:00,22.0,EUR,26.4,26.4
76182,55177,21242,1,,2024-07-31 00:00:00,55.5,USD,55.5,55.5
76045,54718,21112,1,,2024-11-18 00:00:00,30.0,USD,30.0,30.0
74565,54367,21616,1,,2024-09-27 00:00:00,65.5,USD,65.5,65.5
74879,54822,21549,1,,2025-06-08 00:00:00,51.25,USD,51.25,51.25
79867,55733,21206,1,,2025-04-27 00:00:00,65.0,USD,65.0,65.0
81274,55087,20987,1,"Suite 457 4115 Tracey Keys, South Tobie, ID 63071",2025-01-02 00:00:00,67.0,EUR,80.4,80.4
78648,55509,21512,3,"2950 Quitzon Gateway, Bernhardhaven, MO 57934-8061",2025-04-06 00:00:00,61.0,USD,61.0,183.0
75522,53165,21060,2,,2024-09-22 00:00:00,34.0,USD,34.0,68.0
82179,55688,21446,1,"190 Lauren Square, Port Pingshire, NC 02325-9094",2025-04-21 00:00:00,35.0,EUR,42.0,42.0
81170,53791,21559,1,,2024-11-07 00:00:00,71.0,EUR,85.2,85.2
82400,55071,21486,1,,2025-02-12 00:00:00,41.0,USD,41.0,41.0
73862,54077,21185,1,,2024-10-11 00:00:00,32.5,USD,32.5,32.5
74190,53682,20974,1,,2024-11-23 00:00:00,62.0,USD,62.0,62.0
79513,54998,21011,1,"Suite 658 15821 Shonta Forges, New Stellahaven, SD 53542-2097",2024-12-02 00:00:00,33.0,EUR,39.6,39.6
73639,53341,21277,1,,2025-07-23 00:00:00,63.5,USD,63.5,63.5
76947,53252,21125,1,,2024-05-31 00:00:00,16.0,USD,16.0,16.0
79482,53666,21258,2,,2024-10-02 00:00:00,21.0,USD,21.0,42.0
78178,53658,21432,1,,2024-06-18 00:00:00,75.0,USD,75.0,75.0
74038,54860,21071,1,,2025-07-25 00:00:00,53.0,USD,53.0,53.0
82504,55595,20994,1,"3658 Harvey Corners, North Morton, RI 62872-2002",2024-09-15 00:00:00,19.0,EUR,22.8,22.8
80647,54784,21100,4,,2025-03-30 00:00:00,24.0,EUR,28.8,115.2
75023,55829,21325,1,"Suite 979 188 Roderick Track, New Devorahton, DE 12079",2024-05-01 00:00:00,69.0,USD,69.0,69.0
81252,54927,20969,3,,2024-11-07 00:00:00,18.25,USD,18.25,54.75
81430,54974,21479,2,,2024-10-12 00:00:00,59.5,USD,59.5,119.0
82686,53107,21195,5,,2025-01-09 00:00:00,39.0,USD,39.0,195.0
73364,54535,21196,1,,2025-04-17 00:00:00,43.0,USD,43.0,43.0
79420,54906,21542,5,,2024-07-01 00:00:00,50.5,USD,50.5,252.5
78043,54913,21360,1,,2025-03-02 00:00:00,49.25,USD,49.25,49.25
80726,53029,21297,1,"80507 Runte Trail, Predovicshire, FL 46193-0659",2024-11-01 00:00:00,67.0,USD,67.0,67.0
79456,55565,21038,2,,2024-12-07 00:00:00,54.25,USD,54.25,108.5
79904,53524,21556,1,,2024-11-01 00:00:00,22.99,EUR,27.59,27.59
82187,54777,21004,3,,2024-07-12 00:00:00,20.5,USD,20.5,61.5
80251,55595,21041,3,,2025-03-06 00:00:00,70.25,USD,70.25,210.75
74228,53378,21156,1,,2025-01-28 00:00:00,72.25,USD,72.25,72.25
79104,55393,21515,2,,2024-06-12 00:00:00,70.5,USD,70.5,141.0
75252,53587,21370,1,,2024-07-14 00:00:00,43.0,EUR,51.6,51.6
75849,55172,21543,1,,2024-12-13 00:00:00,30.99,USD,30.99,30.99
79514,55377,21301,4,,2024-08-28 00:00:00,59.99,USD,59.99,239.96
82265,55082,21532,2,,2024-11-07 00:00:00,40.75,EUR,48.9,97.8
74096,54771,20935,1,,2024-04-29 00:00:00,31.25,USD,31.25,31.25
80843,53207,21320,1,,2025-04-15 00:00:00,38.75,EUR,46.5,46.5
80804,55117,21103,1,,2025-08-15 00:00:00,67.99,USD,67.99,67.99
76960,53621,21403,1,,2024-07-24 00:00:00,23.0,EUR,27.6,27.6
78437,53972,21257,1,,2025-03-26 00:00:00,44.5,USD,44.5,44.5
81002,53348,21339,1,,2024-04-17 00:00:00,73.5,USD,73.5,73.5
80632,53114,21187,1,,2024-05-31 00:00:00,64.0,USD,64.0,64.0
75938,55432,21632,1,,2024-11-22 00:00:00,17.0,USD,17.0,17.0
82646,53874,21570,1,"Suite 271 568 Cummerata Mountain, South Otha, MS 82966-0747",2024-12-28 00:00:00,49.5,USD,49.5,49.5
75942,54572,21419,1,,2025-04-28 13:00:51,71.75,USD,71.75,71.75
79773,55365,21151,1,,2024-08-08 00:00:00,36.99,USD,36.99,36.99
80180,54366,21628,1,,2025-01-03 00:00:00,29.25,EUR,35.1,35.1
81840,53411,21049,1,,2024-05-17 00:00:00,69.25,EUR,83.1,83.1
73571,54705,21567,2,,2024-11-27 00:00:00,59.0,USD,59.0,118.0
74182,55025,20984,1,,2025-01-18 00:00:00,31.75,USD,31.75,31.75
74382,55291,21115,2,"Suite 302 4607 Joeann Rue, Raquelfort, NY 81761-3457",2024-09-25 00:00:00,68.5,EUR,82.2,164.4
81096,55305,21539,5,,2024-11-10 00:00:00,64.75,EUR,77.7,388.5
74762,54390,20970,1,,2025-02-12 00:00:00,39.0,USD,39.0,39.0
